popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
10,417186,0.448,0.411,-10.141,0.0292,0.807,0.807,0.121,0.471,89.475,afrobeat
19,206958,0.882,0.722,-8.223,0.107,0.57,0.0,0.118,0.941,140.028,afrobeat
18,199080,0.635,0.752,-7.316,0.0343,0.00616,0.851,0.226,0.832,121.92,afrobeat
18,359045,0.717,0.683,-10.197,0.0433,0.0364,0.00564,0.104,0.594,113.016,afrobeat
18,243377,0.765,0.434,-8.515,0.096,0.366,0.0,0.0978,0.267,141.939,afrobeat
19,238001,0.778,0.619,-10.109,0.0692,0.623,0.000922,0.144,0.684,102.017,afrobeat
64,301426,0.691,0.805,-6.81,0.0947,0.59,0.0,0.0975,0.866,142.503,afrobeat
19,232586,0.569,0.704,-10.146,0.109,0.13,0.0,0.0725,0.865,104.725,afrobeat
20,186909,0.545,0.608,-8.642,0.0309,0.409,0.881,0.312,0.975,141.849,afrobeat
19,284102,0.791,0.358,-12.384,0.0645,0.291,0.00644,0.156,0.78,83.007,afrobeat
19,237301,0.846,0.814,-4.997,0.227,0.0553,0.0,0.114,0.784,114.886,afrobeat
18,202640,0.754,0.434,-10.196,0.0664,0.0989,9.01e-05,0.133,0.946,86.01,afrobeat
18,229719,0.78,0.758,-7.629,0.0353,0.159,0.00466,0.1,0.911,111.038,afrobeat
19,253815,0.484,0.572,-6.248,0.106,0.245,0.0,0.177,0.397,138.342,afrobeat
19,330372,0.902,0.75,-8.803,0.0492,0.101,0.0957,0.0506,0.964,121.989,afrobeat
18,468693,0.861,0.671,-8.737,0.0711,0.0424,0.219,0.0543,0.961,127.015,afrobeat
19,240640,0.736,0.885,-5.579,0.0485,0.0684,0.822,0.0923,0.832,112.01,afrobeat
19,247560,0.851,0.772,-6.516,0.136,0.0462,0.0,0.15,0.922,93.521,afrobeat
21,211080,0.817,0.676,-5.619,0.312,0.0509,0.0,0.139,0.64,94.943,afrobeat
18,395720,0.795,0.904,-7.685,0.0547,0.339,0.0589,0.108,0.85,100.045,afrobeat
19,36006,0.573,0.92,-8.486,0.61,0.786,0.0,0.87,0.4,110.488,afrobeat
19,457539,0.798,0.728,-6.235,0.0345,0.0437,0.462,0.348,0.822,120.001,afrobeat
20,107624,0.643,0.507,-6.524,0.0511,0.927,0.854,0.0736,0.611,116.743,afrobeat
18,301346,0.735,0.721,-6.701,0.0557,0.271,0.000204,0.325,0.792,93.0,afrobeat
19,254238,0.452,0.853,-6.06,0.0337,0.0139,0.893,0.21,0.937,97.222,afrobeat
18,202466,0.826,0.744,-8.207,0.0528,0.396,0.901,0.0672,0.977,144.981,afrobeat
21,95733,0.429,0.456,-9.763,0.121,0.529,0.0,0.178,0.485,93.678,afrobeat
19,218087,0.742,0.919,-6.173,0.0724,0.3,2.92e-05,0.0303,0.96,99.906,afrobeat
19,170120,0.577,0.593,-8.646,0.289,0.859,0.768,0.0981,0.536,78.238,afrobeat
20,162360,0.532,0.641,-6.999,0.0274,0.0235,0.922,0.103,0.604,96.142,afrobeat
20,217720,0.82,0.587,-6.91,0.0736,0.231,0.0,0.117,0.55,100.014,afrobeat
18,579760,0.668,0.75,-6.718,0.049,0.0175,0.231,0.13,0.705,134.96,afrobeat
19,259160,0.485,0.741,-4.425,0.0294,0.317,0.000579,0.0683,0.936,103.72,afrobeat
19,220183,0.735,0.919,-4.58,0.0571,0.0371,9.37e-05,0.139,0.155,109.022,afrobeat
19,229854,0.757,0.84,-7.052,0.0375,0.0278,0.0335,0.147,0.734,112.081,afrobeat
19,267910,0.765,0.888,-5.344,0.172,0.27,0.0,0.263,0.625,120.042,afrobeat
21,233894,0.739,0.582,-6.831,0.0309,0.0496,0.00175,0.11,0.674,119.028,afrobeat
18,400000,0.788,0.917,-6.353,0.0414,0.117,0.741,0.0843,0.747,108.991,afrobeat
20,239026,0.697,0.632,-7.845,0.0342,0.608,0.00364,0.0925,0.792,74.359,afrobeat
19,389106,0.751,0.279,-14.352,0.066,0.0933,0.868,0.119,0.41,138.848,afrobeat
19,283950,0.718,0.458,-8.916,0.135,0.382,0.000813,0.0666,0.569,170.92,afrobeat
21,267533,0.775,0.922,-4.866,0.287,0.285,0.0,0.0989,0.712,105.085,afrobeat
21,280440,0.761,0.756,-7.656,0.0354,0.00953,0.017,0.126,0.702,126.122,afrobeat
19,214960,0.795,0.989,-7.986,0.0461,0.000324,0.425,0.0319,0.926,125.028,afrobeat
21,156920,0.647,0.855,-9.225,0.0776,0.000331,0.809,0.687,0.816,107.859,afrobeat
20,251186,0.78,0.934,-4.843,0.0426,0.118,0.738,0.0588,0.879,102.038,afrobeat
10,291226,0.601,0.247,-17.785,0.045,0.938,0.872,0.363,0.373,148.516,afrobeat
18,345022,0.767,0.837,-4.364,0.0487,0.0981,0.918,0.0555,0.493,135.972,afrobeat
49,151926,0.75,0.382,-8.466,0.0312,0.29,0.298,0.279,0.454,97.226,afrobeat
9,287146,0.404,0.397,-11.112,0.0371,0.848,0.725,0.156,0.69,171.012,afrobeat
9,463920,0.764,0.282,-10.46,0.0652,0.77,0.0833,0.0592,0.504,135.736,afrobeat
9,306960,0.583,0.206,-12.297,0.0416,0.9,0.38,0.123,0.483,123.362,afrobeat
44,436236,0.834,0.56,-10.062,0.0439,0.0145,0.282,0.446,0.78,125.798,afrobeat
21,241240,0.579,0.748,-5.933,0.192,0.273,0.0,0.15,0.722,91.944,afrobeat
18,150334,0.614,0.629,-5.336,0.228,0.307,3.11e-05,0.163,0.755,90.524,afrobeat
18,274297,0.541,0.31,-9.523,0.0479,0.813,3.66e-05,0.308,0.324,137.956,afrobeat
20,182234,0.641,0.837,-5.248,0.0583,0.0497,0.943,0.14,0.813,86.177,afrobeat
19,196363,0.575,0.441,-9.141,0.0552,0.806,0.000432,0.108,0.665,98.868,afrobeat
18,236733,0.668,0.516,-9.196,0.0726,0.645,0.0,0.0987,0.858,89.252,afrobeat
19,130750,0.682,0.569,-6.317,0.286,0.206,0.0,0.0896,0.546,151.09,afrobeat
21,230306,0.699,0.739,-6.256,0.0641,0.00428,3.65e-06,0.076,0.429,175.979,afrobeat
20,176173,0.699,0.503,-11.113,0.0473,0.841,0.000362,0.11,0.664,152.933,afrobeat
18,212000,0.813,0.83,-5.57,0.199,0.0389,0.0,0.0975,0.809,113.985,afrobeat
18,279595,0.631,0.458,-8.889,0.0327,0.384,0.0316,0.186,0.945,141.12,afrobeat
18,197718,0.418,0.657,-5.355,0.217,0.328,0.0,0.139,0.364,87.384,afrobeat
18,187570,0.831,0.758,-4.227,0.0761,0.107,0.92,0.068,0.902,96.293,afrobeat
18,299124,0.86,0.676,-9.245,0.363,0.268,0.134,0.094,0.602,94.025,afrobeat
17,186666,0.785,0.671,-7.913,0.15,0.019,0.748,0.203,0.601,122.966,afrobeat
19,260360,0.536,0.734,-14.068,0.0584,0.0785,0.712,0.181,0.689,133.655,afrobeat
18,308864,0.55,0.871,-4.931,0.0436,0.0483,0.815,0.177,0.888,131.439,afrobeat
17,283440,0.643,0.808,-7.507,0.0474,0.32,0.885,0.111,0.931,116.886,afrobeat
19,206066,0.734,0.411,-8.984,0.0253,0.656,0.000775,0.0924,0.532,90.629,afrobeat
18,271761,0.748,0.816,-9.181,0.0342,0.0265,0.9,0.283,0.715,120.996,afrobeat
18,262773,0.513,0.845,-8.334,0.0565,0.0152,0.848,0.345,0.706,130.117,afrobeat
18,423668,0.83,0.785,-9.46,0.0382,0.00709,0.0301,0.0878,0.833,134.019,afrobeat
19,217733,0.688,0.763,-8.545,0.0294,0.0111,1.3e-05,0.218,0.713,99.022,afrobeat
20,237026,0.611,0.973,-6.378,0.0555,0.0637,0.682,0.0851,0.898,100.403,afrobeat
18,197600,0.688,0.638,-11.181,0.0801,0.0149,0.0,0.102,0.958,97.743,afrobeat
18,145610,0.853,0.576,-9.167,0.157,0.0218,0.00219,0.0906,0.642,104.012,afrobeat
18,145773,0.603,0.921,-3.555,0.0931,0.198,0.00035,0.133,0.816,122.978,afrobeat
18,183783,0.595,0.721,-7.033,0.0537,0.428,0.864,0.156,0.831,166.305,afrobeat
18,343306,0.454,0.743,-6.306,0.0394,0.124,0.00373,0.665,0.471,132.043,afrobeat
19,172157,0.659,0.53,-10.444,0.0347,0.743,2.09e-06,0.189,0.726,126.031,afrobeat
18,350906,0.44,0.739,-4.719,0.0327,0.294,0.0028,0.05,0.927,101.033,afrobeat
18,195265,0.606,0.914,-3.337,0.029,0.00457,5.36e-06,0.203,0.944,96.243,afrobeat
18,240000,0.816,0.88,-4.251,0.0503,0.165,0.0,0.106,0.752,120.079,afrobeat
20,301059,0.534,0.672,-7.066,0.0477,0.00784,0.000598,0.156,0.819,102.071,afrobeat
18,225953,0.618,0.831,-7.018,0.0802,0.429,0.321,0.168,0.92,126.058,afrobeat
18,196259,0.715,0.698,-5.12,0.357,0.377,0.0,0.0803,0.661,84.653,afrobeat
19,433426,0.464,0.683,-12.301,0.0415,0.165,0.591,0.232,0.833,105.437,afrobeat
18,625066,0.677,0.799,-6.388,0.0473,0.0397,0.144,0.0797,0.775,125.041,afrobeat
21,207160,0.501,0.82,-6.617,0.291,0.0868,2.62e-06,0.113,0.427,179.996,afrobeat
20,264133,0.696,0.415,-12.57,0.0379,0.169,0.847,0.0888,0.637,95.801,afrobeat
18,196343,0.758,0.803,-4.762,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,afrobeat
21,181493,0.691,0.624,-8.47,0.0358,0.32,0.67,0.0869,0.734,132.297,afrobeat
21,160200,0.853,0.799,-5.904,0.0344,0.159,0.0204,0.782,0.798,125.015,afrobeat
68,215813,0.582,0.443,-7.816,0.0436,0.664,0.0,0.0703,0.452,78.071,afrobeat
71,239626,0.721,0.833,-7.469,0.0777,0.122,0.000115,0.135,0.549,100.005,afrobeat
42,217446,0.583,0.31,-14.911,0.159,0.688,0.0,0.104,0.563,140.974,afrobeat
50,249200,0.69,0.775,-5.116,0.0306,0.119,0.000533,0.125,0.962,93.241,afrobeat
18,204638,0.581,0.491,-7.539,0.111,0.281,0.0,0.0943,0.877,126.273,afrobeat
20,290666,0.537,0.854,-5.375,0.15,0.295,0.0,0.0684,0.786,84.894,afrobeat
18,266986,0.771,0.735,-7.033,0.0376,0.0142,0.763,0.319,0.95,107.975,afrobeat
18,205457,0.91,0.837,-2.343,0.0856,0.427,0.898,0.0516,0.969,101.494,afrobeat
18,336053,0.718,0.748,-9.315,0.0367,0.0885,5.72e-05,0.0779,0.963,99.014,afrobeat
18,359173,0.712,0.728,-8.818,0.0366,0.0867,0.142,0.107,0.965,115.967,afrobeat
18,207674,0.496,0.594,-7.131,0.294,0.437,0.0,0.244,0.73,172.031,afrobeat
18,240464,0.815,0.618,-8.167,0.0515,0.0231,0.824,0.142,0.964,119.882,afrobeat
18,242626,0.709,0.978,-4.67,0.0441,0.026,0.851,0.266,0.744,94.391,afrobeat
19,388877,0.34,0.729,-5.995,0.0401,0.0134,0.833,0.112,0.415,154.28,afrobeat
21,279800,0.629,0.745,-8.188,0.04,0.229,0.266,0.0624,0.704,175.979,afrobeat
17,421645,0.565,0.906,-7.053,0.0957,0.0553,0.0266,0.0975,0.84,133.283,afrobeat
21,215205,0.695,0.714,-4.386,0.0611,0.00374,0.000302,0.177,0.77,116.035,afrobeat
20,154906,0.86,0.457,-9.046,0.0702,0.0598,0.584,0.102,0.672,114.972,afrobeat
19,202645,0.743,0.631,-7.35,0.026,0.29,0.752,0.7,0.686,110.034,afrobeat
18,188960,0.44,0.682,-6.555,0.0575,0.0422,0.907,0.103,0.397,168.385,afrobeat
18,257706,0.868,0.806,-7.644,0.0568,0.304,0.0201,0.105,0.941,121.918,afrobeat
19,218226,0.745,0.82,-7.176,0.0449,0.0177,0.607,0.104,0.962,93.978,afrobeat
19,302506,0.508,0.882,-4.505,0.121,0.0351,0.00264,0.178,0.842,170.223,afrobeat
17,452666,0.818,0.942,-8.364,0.0589,0.126,0.546,0.0665,0.735,123.015,afrobeat
17,412300,0.577,0.773,-5.597,0.0525,0.0709,0.00663,0.071,0.469,93.111,afrobeat
18,263400,0.77,0.3,-14.659,0.237,0.232,7.92e-05,0.104,0.707,93.169,afrobeat
18,293626,0.781,0.601,-7.788,0.0286,0.322,0.0028,0.0933,0.822,121.001,afrobeat
20,155173,0.661,0.877,-6.969,0.0326,0.0252,0.729,0.161,0.911,110.111,afrobeat
18,353946,0.794,0.4,-9.849,0.034,0.855,0.55,0.141,0.437,108.622,afrobeat
20,155853,0.696,0.686,-8.207,0.0653,0.00899,0.000956,0.116,0.477,128.102,afrobeat
19,242428,0.669,0.754,-4.809,0.0875,0.339,0.0,0.646,0.543,118.091,afrobeat
18,284826,0.807,0.696,-8.106,0.0341,0.714,4.57e-06,0.247,0.931,91.029,afrobeat
19,223280,0.716,0.947,-6.244,0.0761,0.0548,0.000769,0.345,0.805,101.628,afrobeat
19,228173,0.651,0.949,-5.316,0.0497,0.019,0.85,0.11,0.963,98.336,afrobeat
18,444159,0.763,0.871,-8.779,0.055,0.0238,0.14,0.438,0.618,101.199,afrobeat
19,82760,0.427,0.59,-12.379,0.0645,0.82,0.834,0.241,0.722,121.578,afrobeat
18,254106,0.605,0.74,-7.875,0.0385,0.0772,0.911,0.194,0.745,102.605,afrobeat
18,402386,0.68,0.777,-5.853,0.0317,0.0808,0.522,0.161,0.425,105.052,afrobeat
18,828586,0.747,0.858,-8.081,0.0544,0.302,8.49e-05,0.115,0.536,106.693,afrobeat
18,184832,0.721,0.777,-5.589,0.0362,0.504,0.85,0.128,0.782,114.014,afrobeat
19,258333,0.628,0.93,-6.005,0.088,0.00866,0.804,0.103,0.699,108.168,afrobeat
20,281986,0.692,0.854,-8.608,0.0804,0.333,0.774,0.265,0.782,95.026,afrobeat
18,186226,0.782,0.935,-5.135,0.0632,0.127,0.0184,0.17,0.853,123.248,afrobeat
20,244594,0.705,0.859,-9.539,0.0501,0.373,0.78,0.158,0.754,91.263,afrobeat
19,230739,0.359,0.953,-5.549,0.0773,0.299,5.97e-05,0.112,0.658,98.935,afrobeat
19,170693,0.696,0.388,-9.831,0.0352,0.902,0.000169,0.154,0.539,155.018,afrobeat
19,146906,0.751,0.868,-4.753,0.032,0.708,0.587,0.116,0.985,150.052,afrobeat
18,439280,0.713,0.958,-4.755,0.0605,0.461,0.952,0.109,0.961,131.462,afrobeat
21,211160,0.635,0.822,-7.123,0.0378,0.000989,0.114,0.247,0.601,103.05,afrobeat
19,185506,0.679,0.648,-9.967,0.0424,0.000521,0.0273,0.0871,0.952,102.627,afrobeat
41,238577,0.594,0.552,-5.97,0.0254,0.105,0.000816,0.1,0.52,110.038,afrobeat
38,156831,0.564,0.483,-7.82,0.167,0.53,3.09e-06,0.0679,0.569,101.095,afrobeat
44,131045,0.652,0.84,-7.198,0.0305,0.145,0.136,0.0468,0.955,113.623,afrobeat
17,204360,0.79,0.647,-9.688,0.0475,0.602,0.862,0.0605,0.967,93.99,afrobeat
37,215733,0.285,0.513,-7.324,0.0545,0.656,0.0,0.127,0.221,82.303,afrobeat
17,188683,0.522,0.727,-5.118,0.0965,0.633,0.0,0.366,0.714,93.37,afrobeat
18,216868,0.672,0.437,-8.284,0.336,0.486,0.0,0.149,0.411,126.599,afrobeat
17,200124,0.766,0.696,-7.859,0.128,0.0988,4.73e-05,0.557,0.521,107.977,afrobeat
17,213186,0.562,0.722,-5.625,0.028,0.0132,0.897,0.114,0.887,100.747,afrobeat
17,237918,0.77,0.584,-5.837,0.102,0.288,0.0,0.0926,0.669,114.96,afrobeat
17,295219,0.641,0.77,-8.25,0.0394,0.0631,0.549,0.108,0.643,121.956,afrobeat
18,194813,0.809,0.946,-4.464,0.0617,0.192,0.798,0.0577,0.911,90.73,afrobeat
18,197746,0.664,0.875,-4.688,0.139,0.0917,0.449,0.132,0.626,104.925,afrobeat
51,183213,0.615,0.76,-8.393,0.0317,0.0186,0.053,0.0825,0.902,90.847,afrobeat
17,200412,0.709,0.854,-5.016,0.247,0.492,0.0,0.11,0.816,103.018,afrobeat
17,494532,0.594,0.716,-6.656,0.0472,0.217,0.0533,0.0539,0.931,133.407,afrobeat
18,241200,0.586,0.702,-6.324,0.0482,0.553,0.00312,0.0943,0.69,143.434,afrobeat
17,342013,0.745,0.587,-8.101,0.163,0.0329,0.273,0.0922,0.86,131.977,afrobeat
18,247760,0.544,0.697,-7.36,0.0323,0.205,0.000121,0.193,0.654,87.557,afrobeat
18,193887,0.615,0.874,-6.186,0.0531,0.176,1.66e-05,0.0536,0.389,189.944,afrobeat
18,318360,0.58,0.8,-7.528,0.345,0.281,0.0,0.0708,0.483,81.303,afrobeat
17,357074,0.644,0.823,-6.564,0.0518,0.145,0.194,0.12,0.508,104.967,afrobeat
18,192277,0.534,0.631,-8.067,0.119,0.272,0.0,0.0961,0.506,126.018,afrobeat
17,255735,0.66,0.57,-8.677,0.0612,0.473,0.0,0.0687,0.808,120.104,afrobeat
17,236053,0.776,0.961,-5.986,0.0406,0.53,0.905,0.0897,0.942,136.005,afrobeat
17,347772,0.774,0.719,-8.976,0.0486,0.0181,0.128,0.0781,0.89,132.025,afrobeat
17,246106,0.705,0.547,-9.558,0.0391,0.025,0.807,0.0814,0.655,120.336,afrobeat
17,203760,0.511,0.678,-9.048,0.0775,0.0387,0.926,0.0543,0.83,82.041,afrobeat
19,199876,0.72,0.441,-9.626,0.172,0.668,3.96e-05,0.116,0.309,96.01,afrobeat
18,137400,0.817,0.211,-16.785,0.136,0.948,2.62e-06,0.11,0.71,112.21,afrobeat
17,268181,0.802,0.644,-6.115,0.0511,0.0866,2.38e-06,0.529,0.813,124.029,afrobeat
18,184560,0.619,0.585,-11.715,0.106,0.00463,0.882,0.35,0.642,167.942,afrobeat
19,246280,0.713,0.825,-5.44,0.0335,0.147,0.00095,0.212,0.68,100.04,afrobeat
18,209805,0.716,0.511,-12.005,0.0792,0.00678,0.906,0.0633,0.929,133.028,afrobeat
19,225133,0.793,0.436,-7.624,0.0666,0.132,0.0143,0.0651,0.821,142.011,afrobeat
18,31824,0.343,0.472,-17.477,0.401,0.314,2.26e-06,0.866,0.764,93.945,afrobeat
18,355933,0.649,0.618,-11.815,0.0418,0.737,0.163,0.098,0.752,139.307,afrobeat
18,230960,0.569,0.949,-4.694,0.0502,0.0224,0.862,0.0701,0.968,131.921,afrobeat
20,174680,0.737,0.934,-4.171,0.147,0.162,6.58e-05,0.233,0.614,104.965,afrobeat
18,327493,0.679,0.774,-8.074,0.0467,0.218,0.183,0.087,0.932,145.009,afrobeat
19,182773,0.748,0.626,-6.909,0.212,0.0135,4.66e-05,0.0385,0.44,149.933,afrobeat
18,171704,0.763,0.925,-3.819,0.0406,0.0533,0.893,0.102,0.761,98.51,afrobeat
18,258662,0.746,0.829,-6.49,0.0603,0.153,4.9e-05,0.144,0.834,117.714,afrobeat
19,209213,0.514,0.85,-6.281,0.0371,0.00179,0.804,0.358,0.684,110.897,afrobeat
17,480146,0.761,0.382,-8.703,0.035,0.0279,0.00676,0.0562,0.966,116.887,afrobeat
20,445727,0.589,0.789,-7.194,0.0697,0.496,0.00134,0.771,0.312,104.178,afrobeat
21,244786,0.677,0.925,-5.607,0.343,0.178,6.78e-06,0.186,0.396,102.52,afrobeat
18,177946,0.643,0.311,-12.188,0.0671,0.921,0.0477,0.111,0.773,137.278,afrobeat
18,239360,0.785,0.393,-9.533,0.0429,0.928,0.218,0.0978,0.333,126.776,afrobeat
19,156946,0.673,0.697,-6.953,0.0271,0.518,0.831,0.256,0.911,107.46,afrobeat
40,317675,0.652,0.529,-5.761,0.0464,0.357,2.05e-05,0.235,0.488,129.861,afrobeat
49,194972,0.672,0.858,-5.233,0.145,0.456,0.811,0.104,0.963,166.689,afrobeat
31,221097,0.378,0.596,-6.61,0.0316,0.0788,0.000628,0.488,0.501,81.873,afrobeat
17,306160,0.723,0.722,-7.085,0.0708,0.0218,0.686,0.219,0.604,95.558,afrobeat
18,277600,0.467,0.615,-6.037,0.0686,0.0881,0.0,0.194,0.45,142.076,afrobeat
18,197500,0.496,0.753,-6.673,0.139,0.0204,0.0547,0.363,0.456,99.876,afrobeat
17,354253,0.558,0.819,-4.246,0.0401,0.000621,0.921,0.0898,0.276,132.005,afrobeat
17,223619,0.86,0.548,-7.875,0.107,0.573,0.859,0.162,0.905,138.786,afrobeat
18,223529,0.825,0.68,-6.816,0.156,0.135,0.0,0.109,0.722,96.029,afrobeat
47,153097,0.678,0.845,-9.412,0.0392,0.791,0.782,0.0637,0.965,104.653,afrobeat
17,183946,0.508,0.483,-6.883,0.0418,0.639,0.0,0.0902,0.523,133.207,afrobeat
17,358947,0.603,0.67,-8.638,0.0446,0.504,0.824,0.081,0.314,94.01,afrobeat
16,195952,0.796,0.904,-10.571,0.106,0.503,0.531,0.675,0.762,88.001,afrobeat
17,249102,0.666,0.565,-9.782,0.389,0.0722,0.0,0.104,0.263,180.071,afrobeat
17,74520,0.629,0.577,-6.696,0.0412,0.0259,0.784,0.078,0.193,120.042,afrobeat
18,123901,0.871,0.889,-7.84,0.394,0.0218,4.07e-05,0.336,0.557,99.926,afrobeat
20,253426,0.618,0.825,-6.014,0.29,0.484,0.0,0.139,0.896,79.439,afrobeat
18,190680,0.739,0.58,-6.879,0.0669,0.173,0.811,0.0761,0.626,108.304,afrobeat
18,154624,0.81,0.621,-6.077,0.0472,0.0264,0.816,0.201,0.837,95.911,afrobeat
18,283308,0.454,0.636,-7.768,0.0314,0.271,0.824,0.108,0.455,138.448,afrobeat
18,211226,0.7,0.933,-4.084,0.0605,0.166,0.195,0.0501,0.863,115.711,afrobeat
18,175856,0.787,0.726,-5.637,0.164,0.0719,0.00313,0.087,0.407,107.024,afrobeat
16,247320,0.718,0.872,-5.572,0.0486,0.397,0.531,0.111,0.949,164.013,afrobeat
17,270193,0.851,0.776,-6.162,0.0737,0.29,0.027,0.0371,0.907,118.019,afrobeat
18,187933,0.62,0.559,-7.15,0.0311,0.661,0.577,0.0661,0.625,127.721,afrobeat
17,214706,0.639,0.638,-8.087,0.0434,0.228,0.807,0.0931,0.936,101.687,afrobeat
17,378020,0.81,0.612,-11.387,0.0571,0.156,0.925,0.22,0.598,116.803,afrobeat
17,219760,0.601,0.968,-8.814,0.0426,0.0643,0.597,0.285,0.88,105.657,afrobeat
17,260580,0.434,0.87,-7.957,0.0354,0.0146,0.78,0.225,0.898,124.228,afrobeat
18,155306,0.775,0.688,-7.105,0.0471,0.0791,0.847,0.129,0.529,94.62,afrobeat
16,218600,0.724,0.585,-6.768,0.0919,0.00692,0.8,0.1,0.516,89.933,afrobeat
19,259917,0.735,0.637,-9.044,0.15,0.715,0.915,0.179,0.964,83.352,afrobeat
18,202277,0.742,0.668,-3.871,0.0313,0.0152,0.0,0.156,0.806,97.009,afrobeat
17,209711,0.576,0.887,-2.424,0.0325,0.00013,0.0642,0.165,0.592,109.957,afrobeat
19,242940,0.633,0.681,-10.054,0.0343,0.38,0.016,0.665,0.622,110.004,afrobeat
20,133920,0.631,0.609,-8.221,0.0656,0.000932,0.61,0.157,0.702,174.968,afrobeat
18,265086,0.457,0.332,-10.365,0.0356,0.791,8.22e-06,0.102,0.305,164.096,afrobeat
20,293386,0.843,0.822,-6.455,0.0865,0.0221,0.0158,0.182,0.86,117.971,afrobeat
19,224095,0.537,0.903,-6.951,0.0503,0.452,0.852,0.126,0.843,111.801,afrobeat
18,206066,0.482,0.714,-8.796,0.0532,0.0127,0.903,0.107,0.656,155.103,afrobeat
17,118388,0.875,0.761,-5.556,0.0576,0.162,0.0,0.256,0.912,129.911,afrobeat
18,96766,0.451,0.983,-7.436,0.347,0.0909,0.982,0.107,0.378,161.108,afrobeat
20,132284,0.56,0.822,-9.234,0.032,0.256,0.712,0.561,0.962,131.774,afrobeat
19,196986,0.803,0.86,-6.522,0.135,0.0782,4.45e-05,0.128,0.534,109.966,afrobeat
17,540346,0.795,0.857,-7.772,0.0492,0.526,0.457,0.0968,0.845,97.01,afrobeat
18,499733,0.804,0.92,-7.478,0.0563,0.158,0.0797,0.0743,0.811,108.979,afrobeat
19,187173,0.768,0.688,-9.079,0.0431,0.103,0.73,0.113,0.4,125.112,afrobeat
18,460120,0.475,0.76,-6.128,0.0405,0.276,0.000137,0.367,0.359,109.977,afrobeat
19,181026,0.517,0.966,-5.724,0.0568,0.000439,0.0864,0.123,0.711,98.14,afrobeat
19,174293,0.527,0.883,-6.799,0.0316,0.0204,0.755,0.0913,0.828,155.135,afrobeat
36,277438,0.751,0.688,-8.023,0.0436,0.102,0.84,0.0799,0.403,120.96,afrobeat
44,230853,0.569,0.496,-11.423,0.0674,0.393,0.924,0.11,0.808,82.822,afrobeat
39,235826,0.775,0.808,-2.038,0.0465,0.113,0.0,0.0628,0.912,115.011,afrobeat
34,205973,0.59,0.491,-9.304,0.233,0.0128,4.71e-05,0.143,0.253,193.616,afrobeat
44,152600,0.666,0.903,-6.462,0.0456,0.23,0.616,0.151,0.913,111.84,afrobeat
17,329333,0.616,0.476,-11.388,0.0536,0.687,0.599,0.0991,0.862,80.318,afrobeat
17,243408,0.663,0.872,-5.162,0.0692,0.0221,8.37e-05,0.0806,0.585,97.0,afrobeat
19,64693,0.755,0.876,-8.079,0.0729,0.014,0.826,0.0641,0.894,108.383,afrobeat
46,230986,0.445,0.605,-7.509,0.0304,0.25,0.76,0.321,0.692,162.588,afrobeat
41,292228,0.526,0.762,-12.783,0.0401,0.0183,0.511,0.0664,0.867,110.086,afrobeat
17,189048,0.865,0.443,-11.879,0.414,0.148,0.0,0.0609,0.738,160.001,afrobeat
17,144065,0.908,0.631,-9.078,0.0543,0.128,0.000897,0.165,0.819,110.048,afrobeat
17,195386,0.668,0.873,-3.887,0.0558,0.422,0.0,0.355,0.771,116.968,afrobeat
18,138817,0.678,0.785,-8.721,0.044,0.00941,0.811,0.17,0.995,141.557,afrobeat
17,204661,0.855,0.662,-7.488,0.0618,0.33,0.00172,0.573,0.487,113.003,afrobeat
16,190714,0.552,0.424,-6.649,0.0722,0.604,0.0,0.0849,0.596,204.128,afrobeat
17,203414,0.862,0.673,-9.92,0.0492,0.0568,0.796,0.0737,0.823,113.427,afrobeat
16,234333,0.581,0.871,-7.66,0.042,0.00707,0.713,0.0724,0.91,118.497,afrobeat
16,357266,0.548,0.721,-8.986,0.0386,0.503,0.00013,0.468,0.947,163.452,afrobeat
17,216893,0.718,0.73,-11.053,0.512,0.447,0.0,0.0711,0.932,120.145,afrobeat
17,683893,0.866,0.636,-12.801,0.134,0.222,0.558,0.131,0.859,99.615,afrobeat
18,239426,0.538,0.663,-9.609,0.0364,0.236,0.00175,0.084,0.699,106.814,afrobeat
18,568506,0.76,0.626,-12.927,0.0789,0.562,0.221,0.0804,0.857,99.991,afrobeat
16,152040,0.603,0.984,-6.256,0.0377,0.174,0.851,0.131,0.922,131.249,afrobeat
16,240400,0.785,0.874,-8.122,0.0485,0.0782,0.816,0.0728,0.962,120.102,afrobeat
19,184991,0.891,0.855,-3.991,0.0922,0.0234,0.0215,0.0799,0.527,115.0,afrobeat
16,273280,0.732,0.967,-6.559,0.0514,0.332,0.882,0.0555,0.755,110.103,afrobeat
17,251146,0.692,0.884,-8.655,0.0632,0.0317,0.885,0.087,0.19,112.976,afrobeat
17,170493,0.719,0.736,-12.658,0.0506,0.447,0.933,0.121,0.372,123.326,afrobeat
18,66866,0.535,0.636,-6.285,0.044,0.877,0.000381,0.227,0.526,111.069,afrobeat
17,287560,0.898,0.801,-7.586,0.0845,0.0105,0.000312,0.125,0.724,115.028,afrobeat
17,368546,0.677,0.684,-12.91,0.0504,0.953,0.884,0.0885,0.948,92.185,afrobeat
